Color,PPI,Backgrounds,Temperature(Kelvin),Mirror,Flip,Outcome
Orange,122.29,Black,6500,FALSE,FALSE,failure
Orange,122.29,Black,9000,TRUE,TRUE,failure
Orange,122.29,Black,9000,TRUE,FALSE,failure
Orange,122.29,Black,9000,FALSE,TRUE,failure
Orange,122.29,Black,9000,FALSE,FALSE,failure
Orange,122.29,Surrounding,1000,TRUE,TRUE,failure
Orange,122.29,Surrounding,1000,TRUE,FALSE,failure
Orange,122.29,Surrounding,1000,FALSE,TRUE,failure
Orange,122.29,Surrounding,1000,FALSE,FALSE,failure
Orange,122.29,Surrounding,3000,TRUE,TRUE,failure
Orange,122.29,Surrounding,3000,TRUE,FALSE,failure
Orange,122.29,Surrounding,3000,FALSE,TRUE,failure
Orange,122.29,Surrounding,3000,FALSE,FALSE,failure
Orange,122.29,Surrounding,5500,TRUE,TRUE,failure
Orange,122.29,Surrounding,5500,TRUE,FALSE,failure
Orange,122.29,Surrounding,5500,FALSE,TRUE,failure
Orange,122.29,Surrounding,5500,FALSE,FALSE,failure
Orange,122.29,Surrounding,6500,TRUE,TRUE,failure
Orange,122.29,Surrounding,6500,TRUE,FALSE,failure
Orange,122.29,Surrounding,6500,FALSE,TRUE,failure
Orange,122.29,Surrounding,6500,FALSE,FALSE,failure
Orange,122.29,Surrounding,9000,TRUE,TRUE,failure
Orange,122.29,Surrounding,9000,TRUE,FALSE,failure
Orange,122.29,Surrounding,9000,FALSE,TRUE,failure
Orange,122.29,Surrounding,9000,FALSE,FALSE,failure
Orange,122.29,White,1000,TRUE,TRUE,failure
Orange,122.29,White,1000,TRUE,FALSE,failure
Orange,122.29,White,1000,FALSE,TRUE,failure
Orange,122.29,White,1000,FALSE,FALSE,failure
Orange,122.29,White,3000,TRUE,TRUE,failure
Orange,122.29,White,3000,TRUE,FALSE,failure
Orange,122.29,White,3000,FALSE,TRUE,failure
Orange,122.29,White,3000,FALSE,FALSE,failure
Orange,122.29,White,5500,TRUE,TRUE,failure
Orange,122.29,White,5500,TRUE,FALSE,failure
Orange,122.29,White,5500,FALSE,TRUE,failure
Orange,122.29,White,5500,FALSE,FALSE,failure
Orange,122.29,White,6500,TRUE,TRUE,failure
Orange,122.29,White,6500,TRUE,FALSE,failure
Orange,122.29,White,6500,FALSE,TRUE,failure
Orange,122.29,White,6500,FALSE,FALSE,failure
Orange,122.29,White,9000,TRUE,TRUE,failure
Orange,122.29,White,9000,TRUE,FALSE,failure
Orange,122.29,White,9000,FALSE,TRUE,failure
Orange,122.29,White,9000,FALSE,FALSE,failure
Orange,122.29,Striped,1000,TRUE,TRUE,failure
Orange,122.29,Striped,1000,TRUE,FALSE,failure
Orange,122.29,Striped,1000,FALSE,TRUE,failure
Orange,122.29,Striped,1000,FALSE,FALSE,failure
Orange,122.29,Striped,3000,TRUE,TRUE,failure
Orange,122.29,Striped,3000,TRUE,FALSE,failure
Orange,122.29,Striped,3000,FALSE,TRUE,failure
Orange,122.29,Striped,3000,FALSE,FALSE,failure
Orange,122.29,Striped,5500,TRUE,TRUE,failure
Orange,122.29,Striped,5500,TRUE,FALSE,failure
Orange,122.29,Striped,5500,FALSE,TRUE,failure
Orange,122.29,Striped,5500,FALSE,FALSE,failure
Orange,122.29,Striped,6500,TRUE,TRUE,failure
Orange,122.29,Striped,6500,TRUE,FALSE,failure
Orange,122.29,Striped,6500,FALSE,TRUE,failure
Orange,122.29,Striped,6500,FALSE,FALSE,failure
Orange,122.29,Striped,9000,TRUE,TRUE,failure
Orange,122.29,Striped,9000,TRUE,FALSE,failure
Orange,122.29,Striped,9000,FALSE,TRUE,failure
Orange,122.29,Striped,9000,FALSE,FALSE,failure
Orange,122.29,Absent,1000,TRUE,TRUE,failure
Orange,122.29,Absent,1000,TRUE,FALSE,failure
Orange,122.29,Absent,1000,FALSE,TRUE,failure
Orange,122.29,Absent,1000,FALSE,FALSE,failure
Orange,122.29,Absent,3000,TRUE,TRUE,failure
Orange,122.29,Absent,3000,TRUE,FALSE,failure
Orange,122.29,Absent,3000,FALSE,TRUE,failure
Orange,122.29,Absent,3000,FALSE,FALSE,failure
Orange,122.29,Absent,5500,TRUE,TRUE,failure
Orange,122.29,Absent,5500,TRUE,FALSE,failure
Orange,122.29,Absent,5500,FALSE,TRUE,failure
Orange,122.29,Absent,5500,FALSE,FALSE,failure
Orange,122.29,Absent,6500,TRUE,TRUE,failure
Orange,122.29,Absent,6500,TRUE,FALSE,failure
Orange,122.29,Absent,6500,FALSE,TRUE,failure
Orange,122.29,Absent,6500,FALSE,FALSE,failure
Orange,122.29,Absent,9000,TRUE,TRUE,failure
Orange,122.29,Absent,9000,TRUE,FALSE,failure
Orange,122.29,Absent,9000,FALSE,TRUE,failure
Orange,122.29,Absent,9000,FALSE,FALSE,failure
Green,244.62,Black,1000,TRUE,TRUE,success
Green,244.62,Black,1000,TRUE,FALSE,success
Green,244.62,Black,1000,FALSE,TRUE,success
Green,244.62,Black,1000,FALSE,FALSE,success
Green,244.62,Black,3000,TRUE,TRUE,success
Green,244.62,Black,3000,TRUE,FALSE,success
Green,244.62,Black,3000,FALSE,TRUE,success
Green,244.62,Black,3000,FALSE,FALSE,success
Green,244.62,Black,5500,TRUE,TRUE,success
Green,244.62,Black,5500,TRUE,FALSE,success
Green,244.62,Black,5500,FALSE,TRUE,success
Green,244.62,Black,5500,FALSE,FALSE,success
Green,244.62,Black,6500,TRUE,TRUE,success
Green,244.62,Black,6500,TRUE,FALSE,success
Green,244.62,Black,6500,FALSE,TRUE,success
Green,244.62,Black,6500,FALSE,FALSE,success
Green,244.62,Black,9000,TRUE,TRUE,success
Green,244.62,Black,9000,TRUE,FALSE,success
Green,244.62,Black,9000,FALSE,TRUE,success
Green,244.62,Black,9000,FALSE,FALSE,success
Green,244.62,Surrounding,1000,TRUE,TRUE,success
Green,244.62,Surrounding,1000,TRUE,FALSE,success
Green,244.62,Surrounding,1000,FALSE,TRUE,success
Green,244.62,Surrounding,1000,FALSE,FALSE,success
Green,244.62,Surrounding,3000,TRUE,TRUE,success
Green,244.62,Surrounding,3000,TRUE,FALSE,success
Green,244.62,Surrounding,3000,FALSE,TRUE,success
Green,244.62,Surrounding,3000,FALSE,FALSE,success
Green,244.62,Surrounding,5500,TRUE,TRUE,success
Green,244.62,Surrounding,5500,TRUE,FALSE,success
Green,244.62,Surrounding,5500,FALSE,TRUE,success
Green,244.62,Surrounding,5500,FALSE,FALSE,success
Green,244.62,Surrounding,6500,TRUE,TRUE,success
Green,244.62,Surrounding,6500,TRUE,FALSE,success
Green,244.62,Surrounding,6500,FALSE,TRUE,success
Green,244.62,Surrounding,6500,FALSE,FALSE,success
Green,244.62,Surrounding,9000,TRUE,TRUE,success
Green,244.62,Surrounding,9000,TRUE,FALSE,success
Green,244.62,Surrounding,9000,FALSE,TRUE,success
Green,244.62,Surrounding,9000,FALSE,FALSE,success
Green,244.62,White,1000,TRUE,TRUE,success
Green,244.62,White,1000,TRUE,FALSE,success
Green,244.62,White,1000,FALSE,TRUE,success
Green,244.62,White,1000,FALSE,FALSE,success
Green,244.62,White,3000,TRUE,TRUE,success
Green,244.62,White,3000,TRUE,FALSE,success
Green,244.62,White,3000,FALSE,TRUE,success
Green,244.62,White,3000,FALSE,FALSE,success
Green,244.62,White,5500,TRUE,TRUE,success
Green,244.62,White,5500,TRUE,FALSE,success
Green,244.62,White,5500,FALSE,TRUE,success
Green,244.62,White,5500,FALSE,FALSE,success
Green,244.62,White,6500,TRUE,TRUE,success
Green,244.62,White,6500,TRUE,FALSE,success
Green,244.62,White,6500,FALSE,TRUE,success
Green,244.62,White,6500,FALSE,FALSE,success
Green,244.62,White,9000,TRUE,TRUE,success
Green,244.62,White,9000,TRUE,FALSE,success
Green,244.62,White,9000,FALSE,TRUE,success
Green,244.62,White,9000,FALSE,FALSE,success
Green,244.62,Striped,1000,TRUE,TRUE,success
Green,244.62,Striped,1000,TRUE,FALSE,success
Green,244.62,Striped,1000,FALSE,TRUE,success
Green,244.62,Striped,1000,FALSE,FALSE,success
Green,244.62,Striped,3000,TRUE,TRUE,success
Green,244.62,Striped,3000,TRUE,FALSE,success
Green,244.62,Striped,3000,FALSE,TRUE,success
Green,244.62,Striped,3000,FALSE,FALSE,success
Green,244.62,Striped,5500,TRUE,TRUE,success
Green,244.62,Striped,5500,TRUE,FALSE,success
Green,244.62,Striped,5500,FALSE,TRUE,success
Green,244.62,Striped,5500,FALSE,FALSE,success
Green,244.62,Striped,6500,TRUE,TRUE,success
Green,244.62,Striped,6500,TRUE,FALSE,success
Green,244.62,Striped,6500,FALSE,TRUE,success
Green,244.62,Striped,6500,FALSE,FALSE,success
Green,244.62,Striped,9000,TRUE,TRUE,success
Green,244.62,Striped,9000,TRUE,FALSE,success
Green,244.62,Striped,9000,FALSE,TRUE,success
Green,244.62,Striped,9000,FALSE,FALSE,success
Green,244.62,Absent,1000,TRUE,TRUE,success
Green,244.62,Absent,1000,TRUE,FALSE,success
Green,244.62,Absent,1000,FALSE,TRUE,success
Green,244.62,Absent,1000,FALSE,FALSE,success
Green,244.62,Absent,3000,TRUE,TRUE,success
Green,244.62,Absent,3000,TRUE,FALSE,success
Green,244.62,Absent,3000,FALSE,TRUE,success
Green,244.62,Absent,3000,FALSE,FALSE,success
Green,244.62,Absent,5500,TRUE,TRUE,success
Green,244.62,Absent,5500,TRUE,FALSE,success
Green,244.62,Absent,5500,FALSE,TRUE,success
Green,244.62,Absent,5500,FALSE,FALSE,success
Green,244.62,Absent,6500,TRUE,TRUE,success
Green,244.62,Absent,6500,TRUE,FALSE,success
Green,244.62,Absent,6500,FALSE,TRUE,success
Green,244.62,Absent,6500,FALSE,FALSE,success
Green,244.62,Absent,9000,TRUE,TRUE,success
Green,244.62,Absent,9000,TRUE,FALSE,success
Green,244.62,Absent,9000,FALSE,TRUE,success
Green,244.62,Absent,9000,FALSE,FALSE,success
Green,122.31,Black,1000,TRUE,TRUE,success
Green,122.31,Black,1000,TRUE,FALSE,success
Green,122.31,Black,1000,FALSE,TRUE,success
Green,122.31,Black,1000,FALSE,FALSE,success
Green,122.31,Black,3000,TRUE,TRUE,success
Green,122.31,Black,3000,TRUE,FALSE,success
Green,122.31,Black,3000,FALSE,TRUE,success
Green,122.31,Black,3000,FALSE,FALSE,success
Green,122.31,Black,5500,TRUE,TRUE,success
Green,122.31,Black,5500,TRUE,FALSE,success
Green,122.31,Black,5500,FALSE,TRUE,success
Green,122.31,Black,5500,FALSE,FALSE,success
Green,122.31,Black,6500,TRUE,TRUE,success
Green,122.31,Black,6500,TRUE,FALSE,success
Green,122.31,Black,6500,FALSE,TRUE,success
Green,122.31,Black,6500,FALSE,FALSE,success
Green,122.31,Black,9000,TRUE,TRUE,success
Green,122.31,Black,9000,TRUE,FALSE,success
Green,122.31,Black,9000,FALSE,TRUE,success
Green,122.31,Black,9000,FALSE,FALSE,success
Green,122.31,Surrounding,1000,TRUE,TRUE,success
Green,122.31,Surrounding,1000,TRUE,FALSE,success
Green,122.31,Surrounding,1000,FALSE,TRUE,success
Green,122.31,Surrounding,1000,FALSE,FALSE,success
Green,122.31,Surrounding,3000,TRUE,TRUE,success
Green,122.31,Surrounding,3000,TRUE,FALSE,success
Green,122.31,Surrounding,3000,FALSE,TRUE,success
Green,122.31,Surrounding,3000,FALSE,FALSE,success
Green,122.31,Surrounding,5500,TRUE,TRUE,success
Green,122.31,Surrounding,5500,TRUE,FALSE,success
Green,122.31,Surrounding,5500,FALSE,TRUE,success
Green,122.31,Surrounding,5500,FALSE,FALSE,success
Green,122.31,Surrounding,6500,TRUE,TRUE,success
Green,122.31,Surrounding,6500,TRUE,FALSE,success
Green,122.31,Surrounding,6500,FALSE,TRUE,success
Green,122.31,Surrounding,6500,FALSE,FALSE,success
Green,122.31,Surrounding,9000,TRUE,TRUE,success
Green,122.31,Surrounding,9000,TRUE,FALSE,success
Green,122.31,Surrounding,9000,FALSE,TRUE,success
Green,122.31,Surrounding,9000,FALSE,FALSE,success
Green,122.31,White,1000,TRUE,TRUE,success
Green,122.31,White,1000,TRUE,FALSE,success
Green,122.31,White,1000,FALSE,TRUE,success
Green,122.31,White,1000,FALSE,FALSE,success
Green,122.31,White,3000,TRUE,TRUE,success
Green,122.31,White,3000,TRUE,FALSE,success
Green,122.31,White,3000,FALSE,TRUE,success
Green,122.31,White,3000,FALSE,FALSE,success
Green,122.31,White,5500,TRUE,TRUE,success
Green,122.31,White,5500,TRUE,FALSE,success
Green,122.31,White,5500,FALSE,TRUE,success
Green,122.31,White,5500,FALSE,FALSE,success
Green,122.31,White,6500,TRUE,TRUE,success
Green,122.31,White,6500,TRUE,FALSE,success
Green,122.31,White,6500,FALSE,TRUE,success
Green,122.31,White,6500,FALSE,FALSE,success
Green,122.31,White,9000,TRUE,TRUE,success
Green,122.31,White,9000,TRUE,FALSE,success
Green,122.31,White,9000,FALSE,TRUE,success
Green,122.31,White,9000,FALSE,FALSE,success
Green,122.31,Striped,1000,TRUE,TRUE,success
Green,122.31,Striped,1000,TRUE,FALSE,success
Green,122.31,Striped,1000,FALSE,TRUE,success
Green,122.31,Striped,1000,FALSE,FALSE,success
Green,122.31,Striped,3000,TRUE,TRUE,success
Green,122.31,Striped,3000,TRUE,FALSE,success
Green,122.31,Striped,3000,FALSE,TRUE,success
Green,122.31,Striped,3000,FALSE,FALSE,success
Green,122.31,Striped,5500,TRUE,TRUE,success
Green,122.31,Striped,5500,TRUE,FALSE,success
Green,122.31,Striped,5500,FALSE,TRUE,success
Green,122.31,Striped,5500,FALSE,FALSE,success
Green,122.31,Striped,6500,TRUE,TRUE,success
Green,122.31,Striped,6500,TRUE,FALSE,success
Green,122.31,Striped,6500,FALSE,TRUE,success
Green,122.31,Striped,6500,FALSE,FALSE,success
Green,122.31,Striped,9000,TRUE,TRUE,success
Green,122.31,Striped,9000,TRUE,FALSE,success
Green,122.31,Striped,9000,FALSE,TRUE,success
Green,122.31,Striped,9000,FALSE,FALSE,success
Green,122.31,Absent,1000,TRUE,TRUE,success
Green,122.31,Absent,1000,TRUE,FALSE,success
Green,122.31,Absent,1000,FALSE,TRUE,success
Green,122.31,Absent,1000,FALSE,FALSE,success
Green,122.31,Absent,3000,TRUE,TRUE,success
Green,122.31,Absent,3000,TRUE,FALSE,success
Green,122.31,Absent,3000,FALSE,TRUE,success
Green,122.31,Absent,3000,FALSE,FALSE,success
Green,122.31,Absent,5500,TRUE,TRUE,success
Green,122.31,Absent,5500,TRUE,FALSE,success
Green,122.31,Absent,5500,FALSE,TRUE,success
Green,122.31,Absent,5500,FALSE,FALSE,success
Green,122.31,Absent,6500,TRUE,TRUE,success
Green,122.31,Absent,6500,TRUE,FALSE,success
Green,122.31,Absent,6500,FALSE,TRUE,success
Green,122.31,Absent,6500,FALSE,FALSE,success
Green,122.31,Absent,9000,TRUE,TRUE,success
Green,122.31,Absent,9000,TRUE,FALSE,success
Green,122.31,Absent,9000,FALSE,TRUE,success
Green,122.31,Absent,9000,FALSE,FALSE,success
Green,81.53,Black,1000,TRUE,TRUE,failure
Green,81.53,Black,1000,TRUE,FALSE,failure
Green,81.53,Black,1000,FALSE,TRUE,failure
Green,81.53,Black,1000,FALSE,FALSE,failure
Green,81.53,Black,3000,TRUE,TRUE,failure
Green,81.53,Black,3000,TRUE,FALSE,failure
Green,81.53,Black,3000,FALSE,TRUE,failure
Green,81.53,Black,3000,FALSE,FALSE,failure
Green,81.53,Black,5500,TRUE,TRUE,failure
Green,81.53,Black,5500,TRUE,FALSE,failure
Green,81.53,Black,5500,FALSE,TRUE,failure
Green,81.53,Black,5500,FALSE,FALSE,failure
Green,81.53,Black,6500,TRUE,TRUE,failure
Green,81.53,Black,6500,TRUE,FALSE,failure
Green,81.53,Black,6500,FALSE,TRUE,failure
Green,81.53,Black,6500,FALSE,FALSE,failure
Green,81.53,Black,9000,TRUE,TRUE,failure
Green,81.53,Black,9000,TRUE,FALSE,failure
Green,81.53,Black,9000,FALSE,TRUE,failure
Green,81.53,Black,9000,FALSE,FALSE,failure
Green,81.53,Surrounding,1000,TRUE,TRUE,failure
Green,81.53,Surrounding,1000,TRUE,FALSE,failure
Green,81.53,Surrounding,1000,FALSE,TRUE,failure
Green,81.53,Surrounding,1000,FALSE,FALSE,failure
Green,81.53,Surrounding,3000,TRUE,TRUE,failure
Green,81.53,Surrounding,3000,TRUE,FALSE,failure
Green,81.53,Surrounding,3000,FALSE,TRUE,failure
Green,81.53,Surrounding,3000,FALSE,FALSE,failure
Green,81.53,Surrounding,5500,TRUE,TRUE,failure
Green,81.53,Surrounding,5500,TRUE,FALSE,failure
Green,81.53,Surrounding,5500,FALSE,TRUE,failure
Green,81.53,Surrounding,5500,FALSE,FALSE,failure
Green,81.53,Surrounding,6500,TRUE,TRUE,failure
Green,81.53,Surrounding,6500,TRUE,FALSE,failure
Green,81.53,Surrounding,6500,FALSE,TRUE,failure
Green,81.53,Surrounding,6500,FALSE,FALSE,failure
Green,81.53,Surrounding,9000,TRUE,TRUE,failure
Green,81.53,Surrounding,9000,TRUE,FALSE,failure
Green,81.53,Surrounding,9000,FALSE,TRUE,failure
Green,81.53,Surrounding,9000,FALSE,FALSE,failure
Green,81.53,White,1000,TRUE,TRUE,failure
Green,81.53,White,1000,TRUE,FALSE,failure
Green,81.53,White,1000,FALSE,TRUE,failure
Green,81.53,White,1000,FALSE,FALSE,failure
Green,81.53,White,3000,TRUE,TRUE,failure
Green,81.53,White,3000,TRUE,FALSE,failure
Green,81.53,White,3000,FALSE,TRUE,failure
Green,81.53,White,3000,FALSE,FALSE,failure
Green,81.53,White,5500,TRUE,TRUE,failure
Green,81.53,White,5500,TRUE,FALSE,failure
Green,81.53,White,5500,FALSE,TRUE,failure
Green,81.53,White,5500,FALSE,FALSE,failure
Green,81.53,White,6500,TRUE,TRUE,failure
Green,81.53,White,6500,TRUE,FALSE,failure
Green,81.53,White,6500,FALSE,TRUE,failure
Green,81.53,White,6500,FALSE,FALSE,failure
Green,81.53,White,9000,TRUE,TRUE,failure
Green,81.53,White,9000,TRUE,FALSE,failure
Green,81.53,White,9000,FALSE,TRUE,failure
Green,81.53,White,9000,FALSE,FALSE,failure
Green,81.53,Striped,1000,TRUE,TRUE,failure
Green,81.53,Striped,1000,TRUE,FALSE,failure
Green,81.53,Striped,1000,FALSE,TRUE,failure
Green,81.53,Striped,1000,FALSE,FALSE,failure
Green,81.53,Striped,3000,TRUE,TRUE,failure
Green,81.53,Striped,3000,TRUE,FALSE,failure
Green,81.53,Striped,3000,FALSE,TRUE,failure
Green,81.53,Striped,3000,FALSE,FALSE,failure
Green,81.53,Striped,5500,TRUE,TRUE,failure
Green,81.53,Striped,5500,TRUE,FALSE,failure
Green,81.53,Striped,5500,FALSE,TRUE,failure
Green,81.53,Striped,5500,FALSE,FALSE,failure
Green,81.53,Striped,6500,TRUE,TRUE,failure
Green,81.53,Striped,6500,TRUE,FALSE,failure
Green,81.53,Striped,6500,FALSE,TRUE,failure
Green,81.53,Striped,6500,FALSE,FALSE,failure
Green,81.53,Striped,9000,TRUE,TRUE,failure
Green,81.53,Striped,9000,TRUE,FALSE,failure
Green,81.53,Striped,9000,FALSE,TRUE,failure
Green,81.53,Striped,9000,FALSE,FALSE,failure
Green,81.53,Absent,1000,TRUE,TRUE,failure
Green,81.53,Absent,1000,TRUE,FALSE,failure
Green,81.53,Absent,1000,FALSE,TRUE,failure
Green,81.53,Absent,1000,FALSE,FALSE,failure
Green,81.53,Absent,3000,TRUE,TRUE,failure
Green,81.53,Absent,3000,TRUE,FALSE,failure
Green,81.53,Absent,3000,FALSE,TRUE,failure
Green,81.53,Absent,3000,FALSE,FALSE,failure
Green,81.53,Absent,5500,TRUE,TRUE,failure
Green,81.53,Absent,5500,TRUE,FALSE,failure
Green,81.53,Absent,5500,FALSE,TRUE,failure
Green,81.53,Absent,5500,FALSE,FALSE,failure
Green,81.53,Absent,6500,TRUE,TRUE,failure
Green,81.53,Absent,6500,TRUE,FALSE,failure
Green,81.53,Absent,6500,FALSE,TRUE,failure
Green,81.53,Absent,6500,FALSE,FALSE,failure
Green,81.53,Absent,9000,TRUE,TRUE,failure
Green,81.53,Absent,9000,TRUE,FALSE,failure
Green,81.53,Absent,9000,FALSE,TRUE,failure
Green,81.53,Absent,9000,FALSE,FALSE,failure
Light green,770.76,Black,1000,TRUE,TRUE,success
Light green,770.76,Black,1000,TRUE,FALSE,success
Light green,770.76,Black,1000,FALSE,TRUE,success
Light green,770.76,Black,1000,FALSE,FALSE,success
Light green,770.76,Black,3000,TRUE,TRUE,success
Light green,770.76,Black,3000,TRUE,FALSE,success
Light green,770.76,Black,3000,FALSE,TRUE,success
Light green,770.76,Black,3000,FALSE,FALSE,success
Light green,770.76,Black,5500,TRUE,TRUE,success
Light green,770.76,Black,5500,TRUE,FALSE,success
Light green,770.76,Black,5500,FALSE,TRUE,success
Light green,770.76,Black,5500,FALSE,FALSE,success
Light green,770.76,Black,6500,TRUE,TRUE,success
Light green,770.76,Black,6500,TRUE,FALSE,success
Light green,770.76,Black,6500,FALSE,TRUE,success
Light green,770.76,Black,6500,FALSE,FALSE,success
Light green,770.76,Black,9000,TRUE,TRUE,success
Light green,770.76,Black,9000,TRUE,FALSE,success
Light green,770.76,Black,9000,FALSE,TRUE,success
